Date,Ticker,Headline,Description
2020-07-13,OECD,"Google supports OECD engagement on digital taxes, CEO Pichai says","Alphabet Inc's  Google supports a multilateral solution for taxing digital services that is under discussion by the Organisation for Economic Cooperation and Development (OECD), its chief executive Sundar Pichai told Reuters in an interview."
2020-07-13,GOOGL,"Google supports OECD engagement on digital taxes, CEO Pichai says","Alphabet Inc's  Google supports a multilateral solution for taxing digital services that is under discussion by the Organisation for Economic Cooperation and Development (OECD), its chief executive Sundar Pichai told Reuters in an interview."
2020-07-13,AAPL,Apple to spend more than $400 million of $2.5 billion California housing fund this year,Apple Inc on Monday said it has allocated more than $400 million of $2.5 billion it pledged last year to stem California's housing crisis.
2020-07-11,DIS,"Mandatory masks, Mickey at a distance as Walt Disney World reopens",Mickey waved from a distance and visitors wore colorful face masks with mouse ears on Saturday as Florida's Walt Disney World opened to the public for the first time in four months amid a surge of coronavirus cases in the state.
2020-07-11,DIS,"U.S. sets record for new COVID cases third day in a row at over 69,000","New cases of COVID-19 rose by over 69,000 across the United States on Friday, according to a Reuters tally, setting a record for the third consecutive day as Walt Disney Co stuck to its plans to reopen its flagship theme park in hard-hit Florida."
2020-07-11,TSLA,"Elon Musk's net worth zooms past Warren Buffett's, Bloomberg reports","Elon Musk's net worth soared past Warren Buffett on Friday as the chief executive officer of Tesla Inc  became the seventh richest person in the world, according to the Bloomberg Billionaires Index."
2020-07-11,EV,Chinese electric vehicle maker Li Auto files for U.S. listing,"Chinese electric vehicle (EV) maker Li Auto Inc, backed by food delivery giant Meituan Dianping , has filed for a U.S. initial public offering."
2020-07-10,BDNCE,"Amazon.com bans, then un-bans TikTok app from employee mobile devices","In the span of a few hours on Friday, Amazon.com Inc banned and then unbanned the TikTok video sharing app from employee mobile devices, calling the move a mistake."
2020-07-10,AMZN,"Amazon.com bans, then un-bans TikTok app from employee mobile devices","In the span of a few hours on Friday, Amazon.com Inc banned and then unbanned the TikTok video sharing app from employee mobile devices, calling the move a mistake."
2020-07-10,T,U.S. insurers eye Legionnaires' disease safeguards as buildings re-open from pandemic shutdowns,"(This story removes reference to ""cooling tower of the hotel's air-conditioning system"" in eighth paragraph)"
2020-07-10,MSFT,LinkedIn sued over allegation it secretly reads Apple users' clipboard content,Microsoft Corp's  LinkedIn was sued by a New York-based iPhone user on Friday for allegedly reading and diverting users' sensitive content from Apple Inc's  Universal Clipboard application.
2020-07-10,AAPL,LinkedIn sued over allegation it secretly reads Apple users' clipboard content,Microsoft Corp's  LinkedIn was sued by a New York-based iPhone user on Friday for allegedly reading and diverting users' sensitive content from Apple Inc's  Universal Clipboard application.
2020-07-10,TSLA,Tesla to hold annual shareholder meet and 'Battery Day' on Sept. 22,"Tesla Inc will hold its annual shareholder meeting in person on Sept. 22 at its Fremont factory in California, the electric carmaker said on Friday."
2020-07-10,T,"RBC commits C$150 million to diversity push, aims for more minority executives","(This July 6 story corrects to say Canadian Imperial Bank of Commerce has one black board director instead of ""none of the top six banks had either a Black CEO or a board member"")"
2020-07-10,BDNCE,Amazon.com says it sent the TikTok ban email to employees in error,Amazon.com Inc said it sent an email earlier on Friday that requested employees remove the TikTok app from mobile devices that also had access to company emails in error.
2020-07-10,AMZN,Amazon.com says it sent the TikTok ban email to employees in error,Amazon.com Inc said it sent an email earlier on Friday that requested employees remove the TikTok app from mobile devices that also had access to company emails in error.
2020-07-10,WMT,Amazon begins rolling out bigger UPS and FedEx-style delivery trucks,"Amazon.com  is launching a new fleet of bigger, boxier trucks like those favored by rival package carriers United Parcel Service Inc  and FedEx Corp , as it fights to fix widespread pandemic-fueled delivery delays that sent customers into the arms of competitors like Walmart Inc ."
2020-07-10,AMZN,Amazon begins rolling out bigger UPS and FedEx-style delivery trucks,"Amazon.com  is launching a new fleet of bigger, boxier trucks like those favored by rival package carriers United Parcel Service Inc  and FedEx Corp , as it fights to fix widespread pandemic-fueled delivery delays that sent customers into the arms of competitors like Walmart Inc ."
2020-07-10,TIM,Exclusive: TIM excludes Huawei from 5G core equipment tender,"Telecom Italia (TIM)  excluded China's Huawei Technologies from a tender it launched this month for 5G equipment for the core network it is preparing to build in Italy and Brazil, two sources familiar with the matter said."
2020-07-10,IEA,Oil rises as International Energy Agency boosts demand forecast,Oil prices climbed more than 2% on Friday after the International Energy Agency (IEA) bumped up its 2020 demand forecast but record-breaking new coronavirus cases in the United States tempered expectations for a fast recovery in fuel consumption.
2020-07-10,AAPL,"Fed adds Apple, Anheuser-Busch, Expedia to its bond holdings","The U.S. Federal Reserve added $1.33 billion in bonds of individual companies from June 22 to June 30, including iPhone maker Apple Inc, beer-producer Anheuser-Busch and travel booker Expedia Group."
2020-07-10,DIS,‘The Ultimate Hold’: Why Disney has investors stuck in place,"Walt Disney Co is planning to reopen its Orlando-based Walt Disney World theme park on July 11, ending the longest shutdown of the company's highly profitable U.S. theme park division in its history."
2020-07-10,BA,Boeing in scramble to shore up 737 MAX financing,"Boeing is scrambling to shore up financing for the 737 MAX as it awaits regulatory approval for design changes after the plane was grounded following two fatal crashes, industry sources said."
2020-07-10,AMZN,Skin whitening creams remain online despite mercury findings,"Skin-whitening creams identified as containing potentially dangerous levels of mercury continue to be sold online more than seven months after a watchdog group raised the alarm, including on platforms run by eBay, Amazon.com and Alibaba, a Reuters review of the sites shows."
2020-07-10,T,Tesla appears poised to electrify S&P 500,"(This story refiles to include full name of S&P Dow Jones Indices in paragraphs 5, 6 and 8)"
2020-07-10,TSLA,Tesla appears poised to electrify S&P 500,"(This story refiles to include full name of S&P Dow Jones Indices in paragraphs 5, 6 and 8)"
2020-07-10,T,"Fed policymakers worry growth plateauing, pledge more support","(This July 7 story, corrects first name of Atlanta Federal Reserve Bank president to Raphael from Ralph in paragraph 5; the mistake also occurred in an earlier version of the story)"
